total_Above_50Yrs,total_Victims_between_10to15Yrs,total_Victims_Upto_10_Yrs,total_Victims_Upto_15_18_Yrs,total_Victims_Upto_18_30_Yrs,total_Victims_Upto_30_50_Yrs
64992,8354,13254,15386,317572,276150
