Total_RESIDENTIALPREMISES_Dacoity,Total_RESIDENTIALPREMISES_Robbery,Total_RESIDENTIALPREMISES_Theft,Total_RESIDENTIALPREMISES_Burglary,Total_HIGHWAYS_Burglary,Total_HIGHWAYS_Dacoity,Total_HIGHWAYS_Robbery,Total_HIGHWAYS_Theft,Total_RIVERandSEA_Theft,Total_RIVERandSEA_Burglary,Total_RIVERandSEA_Dacoity,Total_RIVERandSEA_Robbery,Total_RAILWAYS_Burglary,Total_RAILWAYS_Dacoity,Total_RAILWAYS_Robbery,Total_RAILWAYS_Theft,Total_BANKS_Burglary,Total_BANKS_Dacoity,Total_BANKS_Robbery,Total_BANKS_Theft,Total_COMMERCIALESTABLISHMENTS_Burglary,Total_COMMERCIALESTABLISHMENTS_Dacoity,Total_COMMERCIALESTABLISHMENTS_Robbery,Total_COMMERCIALESTABLISHMENTS_Theft,Total_OTHERPLACES_Burglary,Total_OTHERPLACES_Dacoity,Total_OTHERPLACES_Robbery,Total_OTHERPLACES_Theft
69427,111504,2681928,2140621,10200,29733,151803,456314,206,512,206,542,3998,4274,16798,500349,13556,1973,3602,14868,488009,36368,36368,953492,603236,56889,404084,5592041
